0.000000000000000000e+00 -7.266471874111049556e-02 1.095402580560132441e-02 7.218018225699189550e-02 -1.490359005452754002e-02 -1.242449572644241385e-02 -5.030585397561828688e-03 -1.808752590025809303e-03 -7.636735148101392659e-04 7.335698169500633669e-04
1.000000000000000056e-01 -1.065507805643279154e-01 -1.198995783829542167e-01 5.011774814676787232e-02 9.960710194792561645e-04 -7.828872502006057124e-03 -7.997212784092325860e-03 -7.908574223335624112e-03 -8.194766110115412477e-03 -8.907828507320999026e-03
2.000000000000000111e-01 -7.006226101752016655e-02 3.754997885647322342e-04 2.121931052359994976e-02 -3.931856456905723912e-02 -2.701384513003467908e-02 -6.627993007768204908e-03 -1.365387607264893777e-02 -1.686091302249437957e-02 -1.631182990370181815e-02
3.000000000000000444e-01 2.421412826806652180e-03 -9.312735768020616658e-03 8.506453046996896583e-04 -1.249166207814501883e-02 -1.916237330712967923e-02 -2.092896033443799458e-02 -1.585745763526546712e-02 -1.893729193128615082e-02 -1.891382054705347676e-02
4.000000000000000222e-01 -1.454039119099513784e-02 1.131980299215038302e-02 -6.136478497372963026e-02 -3.080654643505638043e-02 -6.540247162408158871e-03 -2.017440595247161836e-02 -2.293639164579041462e-02 -2.035866540918334841e-02 -2.150574041948773163e-02
5.000000000000000000e-01 -1.190777291707295488e-01 -5.392363194547539207e-02 8.262770633580433788e-03 -3.849023385842995082e-02 -6.516062057964983056e-03 -1.588386322919929997e-02 -1.921661603540195801e-02 -2.153164851494670726e-02 -2.092178600770928237e-02
6.000000000000000888e-01 -1.377215961156361412e-01 6.594695235572589631e-02 2.328223166900322133e-02 -2.388761483679656059e-02 -5.642587514338543234e-03 -2.220744931477726739e-02 -1.457131276354076480e-02 -1.872309347396329537e-02 -1.535536191356682775e-02
7.000000000000000666e-01 -2.050447297796233470e-01 1.650567835864367658e-02 -5.032300810328810270e-02 -1.062199227730142512e-02 -7.312168628101477913e-03 -1.301148932773650048e-02 -1.634605208425901970e-02 -9.109678719012052547e-03 -1.225955319950809003e-02
8.000000000000000444e-01 2.326061039321076704e-02 -2.049418528855988589e-02 -2.371213832509799432e-03 -5.760217151513133405e-03 -6.067576907842681978e-04 -2.112129629304382826e-03 -1.426954035855909630e-03 -4.906295700983625933e-03 -4.697388276978694578e-03
9.000000000000000222e-01 -3.732514695968054685e-02 1.157923373079110772e-02 -2.499466584832962454e-02 7.487817565178748330e-03 6.811115968653235278e-03 1.449419423781418345e-03 5.588679638808621494e-03 2.827115119089190602e-03 5.071115928832924807e-03
1.000000000000000000e+00 -9.806713672101029233e-02 -1.754837084971637429e-02 6.746140568325450365e-03 2.832307474474558134e-02 3.209624293563158315e-02 2.358395999434500373e-02 1.981942216957198813e-02 1.520795856972347732e-02 1.621390826281399189e-02
1.100000000000000089e+00 -7.143348790706240126e-02 3.132833399851227968e-02 -1.192071180760263804e-02 1.594894894574615946e-02 2.097407519446074092e-02 3.527415515214565173e-02 2.591367540534927211e-02 2.948351759690991808e-02 2.889569131609504016e-02
1.200000000000000178e+00 5.729753451608982084e-02 -7.071435943103575317e-02 2.160010851834999815e-02 5.597764408712117140e-02 3.791331104178814748e-02 3.742515377324548420e-02 4.312329288157948359e-02 4.205448702879716061e-02 4.321312644122256991e-02
1.300000000000000044e+00 1.593210023940871412e-01 4.398527584341398178e-02 6.704900138371992779e-02 5.383247678119273960e-02 5.462236671054360865e-02 6.427190201883958842e-02 5.592789824042242869e-02 5.660376967361889500e-02 5.561063469953425598e-02
1.400000000000000133e+00 1.996041745221077690e-02 5.803579860886365349e-02 6.327659420234943433e-02 5.464951329650644812e-02 6.236262381111881692e-02 8.051918564985796611e-02 6.753909531227828000e-02 6.769464545025562219e-02 7.127733207532817306e-02
1.500000000000000000e+00 -9.005836937415051535e-03 8.188165808012522195e-02 1.407114430338591848e-01 8.405958073837306588e-02 9.816676080557679152e-02 8.823434675162215857e-02 8.896166451488607407e-02 8.589499431412232766e-02 8.515952481076213831e-02
1.600000000000000089e+00 1.334572531221535630e-01 6.888348244129170739e-02 1.110629855217145495e-01 1.364783855638677379e-01 1.194254113840420017e-01 9.656838917380214382e-02 1.012009614457561324e-01 1.031729122216193534e-01 1.007427948605158358e-01
1.700000000000000178e+00 7.097191516408166145e-02 1.635656791499229268e-02 1.280983882936152229e-01 1.210302891461017549e-01 1.029931007885473843e-01 1.220929144338281369e-01 1.148624933009284449e-01 1.168836866722324924e-01 1.155101450926881851e-01
1.800000000000000044e+00 1.317892601064042657e-01 1.512393024658640894e-01 1.919437488300501649e-01 1.404725346565087740e-01 1.278167005442325255e-01 1.302152989924259541e-01 1.366118451549461210e-01 1.329184680236899507e-01 1.317997576956097261e-01
1.900000000000000133e+00 1.863442351430433519e-01 2.869210646410951249e-01 1.489498871244860634e-01 1.549750020171775378e-01 1.463200672582836148e-01 1.465189531734160389e-01 1.455045726285483509e-01 1.453386143466873504e-01 1.476157016219136753e-01
2.000000000000000000e+00 3.125876802510637598e-01 2.226985065801957153e-01 1.422955931967976595e-01 1.342720002681115354e-01 1.668743795611779823e-01 1.555668260232154765e-01 1.607915341566884815e-01 1.616905733935878609e-01 1.615922116474093895e-01
2.100000000000000089e+00 1.291690078995769153e-02 1.871437964416889366e-01 2.106944018106436944e-01 1.764792430851381266e-01 1.735450848090060727e-01 1.722206399767752527e-01 1.693516483191184752e-01 1.693665166221614837e-01 1.711604392099621841e-01
2.200000000000000178e+00 -6.482235518506931915e-02 2.006604607848291588e-01 1.430519619823622801e-01 1.848216753087804365e-01 1.824380783760745917e-01 1.822355290816742857e-01 1.836779017822570415e-01 1.816725465708808052e-01 1.836433774344493619e-01
2.300000000000000266e+00 1.076481288122743407e-01 2.662158300150414547e-01 1.790002804390508628e-01 2.021468957244309528e-01 2.027817365878789579e-01 1.971483883761250000e-01 1.960369112154764226e-01 1.927986214727681613e-01 1.942402640260374735e-01
2.400000000000000355e+00 1.894876306851880909e-01 2.262720498839486116e-01 1.645838432352316194e-01 1.935855814436379108e-01 2.035049472460697673e-01 2.056224219500309425e-01 2.065137401520865390e-01 1.992754387819472839e-01 2.017615729494241783e-01
2.500000000000000000e+00 -7.567821959281745281e-02 2.355063977083065307e-01 2.297194550490256615e-01 2.221078147455159413e-01 2.102714067577184653e-01 2.010504454348274184e-01 2.053446755589744821e-01 2.074404476280250487e-01 2.036302823850516253e-01
2.600000000000000089e+00 1.227252262386569481e-01 1.720441848836945509e-01 2.480551196441268258e-01 2.281964787933737637e-01 2.196626083487341896e-01 2.057694011894649344e-01 2.070695598330869747e-01 2.086122321715197236e-01 2.097397068448142998e-01
2.700000000000000178e+00 4.449963816534882599e-01 1.938658256457860274e-01 1.865209394560557732e-01 2.188167336576171407e-01 2.180809389290642719e-01 2.045637521674966153e-01 2.083751387604538541e-01 2.108022579383914130e-01 2.103225179160226610e-01
2.800000000000000266e+00 2.564161683790933122e-01 1.696379148013602289e-01 2.460785814481984968e-01 2.158305571448461690e-01 2.083724549015016081e-01 2.075925440593304194e-01 2.051364841342532275e-01 2.058973649310727461e-01 2.063726755776080501e-01
2.900000000000000355e+00 2.491570337086105869e-01 2.166307491731313817e-01 2.235424867949790673e-01 2.099698032686016513e-01 2.047135308107927709e-01 2.011534703381177847e-01 2.022793767676372700e-01 2.015613817088079684e-01 2.027226850074917430e-01
3.000000000000000000e+00 3.081220850584625026e-01 2.790142096373758873e-01 1.618287242478561316e-01 1.839523983643747695e-01 2.008026991179805432e-01 2.028361767200813348e-01 1.981490147792160095e-01 1.953558084758533486e-01 1.972447231513522192e-01
3.100000000000000089e+00 9.358664756495629899e-02 1.542533135115916054e-01 1.636086000475061308e-01 2.005687684811133242e-01 1.929611912780947458e-01 1.761432896710142526e-01 1.848618312668038610e-01 1.832245289480656236e-01 1.845565246254397274e-01
3.200000000000000178e+00 7.162635441009507220e-03 8.905196084319648431e-02 1.699894172562406436e-01 1.646076294206981760e-01 1.719784875227810539e-01 1.852230888057193048e-01 1.696495379244306601e-01 1.727700099728116945e-01 1.715626928435027010e-01
3.300000000000000266e+00 1.199083639583858191e-01 2.014643484066025170e-01 2.513987243595305898e-01 1.755620814161582277e-01 1.411165653163367617e-01 1.479009926295441479e-01 1.557722712552230271e-01 1.563451895361211430e-01 1.566109821577275907e-01
3.400000000000000355e+00 1.579775041783942902e-03 1.539582733357386657e-01 1.546212910113860806e-01 1.770371505563805847e-01 1.360534843353643497e-01 1.364420134056342493e-01 1.388196107433889992e-01 1.371037678195271281e-01 1.363281997082952668e-01
3.500000000000000000e+00 2.748622354712614013e-02 3.797043045730442989e-02 1.551555037707033624e-01 1.513303044958586030e-01 9.520605293236389377e-02 1.122202183703563255e-01 1.094936202806394004e-01 1.160646188879614488e-01 1.164454228630437266e-01
